item_name,source_page_url,image_url,local_filename,status,reason
Frog Hollow,https://bazaardb.gg/card/25s5x0v3q15031y0jb6w3zb9xd/Frog-Hollow,https://s.bazaardb.gg/v1/z12.0/7ea1dff29ada8fd03785cdec6aa50bf43901dbe9@256.webp?v=6,Frog_Hollow.png,downloaded,ok
Geyser,https://bazaardb.gg/card/lt4zb93023yphyw0s2l6lyjflw/Geyser,https://s.bazaardb.gg/v1/z12.0/79cc4da24925a53a3eb16e96826bfc5fbdacc67c@256.webp?v=6,Geyser.png,downloaded,ok
Ghillie Suit,https://bazaardb.gg/card/1301j92yhxbnn5zg1dbm5nb88v1/Ghillie-Suit,https://s.bazaardb.gg/v1/z12.0/a69cd4aecac7b90da59c94bcd4046adc3ff18565@256.webp?v=6,Ghillie_Suit.png,downloaded,ok
Honey Badger,https://bazaardb.gg/card/z3pwyydfsfvbh9nlt8zx5whnm3/Honey-Badger,https://s.bazaardb.gg/v1/z12.0/1c60a4add4f665e05f17c86801656c6789dff0e6@256.webp?v=6,Honey_Badger.png,downloaded,ok
Hunter's Axe,https://bazaardb.gg/card/8xnw25wskczp7bx357dq048hs1/Hunter's-Axe,https://s.bazaardb.gg/v1/z12.0/120c02e061a6aa65bf13f83af9d6890625a01fe0@256.webp?v=6,Hunter's_Axe.png,downloaded,ok
Hunter's Blind,https://bazaardb.gg/card/s8wlyn3zvcjmx7sjqg837kw9w0/Hunter's-Blind,https://s.bazaardb.gg/v1/z12.0/814f33f7050dedeb9a2fb409620a3928d5e6ff72@256.webp?v=6,Hunter's_Blind.png,downloaded,ok
Hunting Hawk,https://bazaardb.gg/card/1fk19s3w352fbpbkdl012ccxcf/Hunting-Hawk,https://s.bazaardb.gg/v1/z12.0/df75ce6e5329531c55cf0a3b28b1b15d0f80d170@256.webp?v=6,Hunting_Hawk.png,downloaded,ok
Infused Arm Wraps,https://bazaardb.gg/card/lpkydw53zf6f5p9gkzlt5209h3/Infused-Arm-Wraps,https://s.bazaardb.gg/v1/z12.0/f3ceb4bdd0a12a3abc02d42d26b639bb6c0fb3dd@256.webp?v=6,Infused_Arm_Wraps.png,downloaded,ok
Karst,https://bazaardb.gg/card/4cq3d5p9jh6b47ckysg322nnvj/Karst,https://s.bazaardb.gg/v1/z12.0/2129e2356ef6f70db99dcd9b01e31c93c103f0e4@256.webp?v=6,Karst.png,downloaded,ok
Meat,https://bazaardb.gg/card/41xyz6fgwj48w1mjcjtgn8sjtz/Meat,https://s.bazaardb.gg/v1/z12.0/9a689bf24a7416b88d84bb541ddb11185f67a184@256.webp?v=6,Meat.png,downloaded,ok
Resistance Bands,https://bazaardb.gg/card/y8qhs93znm9znnk55vzlvycmns/Resistance-Bands,https://s.bazaardb.gg/v1/z12.0/cac65ec77be161a336168f45007436244b7a7ae9@256.webp?v=6,Resistance_Bands.png,downloaded,ok
Sawpike,https://bazaardb.gg/card/wnsbtjltthk47hpy3ds0jzvg5w/Sawpike,https://s.bazaardb.gg/v1/z12.0/04ef254088114b3e90546970fe001bd384be29fe@256.webp?v=6,Sawpike.png,downloaded,ok
Security Blanket,https://bazaardb.gg/card/fc9hcf0fkcy7zkzck4whw19hb/Security-Blanket,https://s.bazaardb.gg/v1/z12.0/eb92d88022c66b257e940f1caa376dbffd8ef259@256.webp?v=6,Security_Blanket.png,downloaded,ok
Signal Fire,https://bazaardb.gg/card/ysjfdx1jhh4djn1lk4s6fg26v1/Signal-Fire,https://s.bazaardb.gg/v1/z12.0/d335cdcff2189a4488815599fb4567efd2fdb4f1@256.webp?v=6,Signal_Fire.png,downloaded,ok
Snowshoes,https://bazaardb.gg/card/5sd12g4wb8y7451s1v4s1sj7pq/Snowshoes,https://s.bazaardb.gg/v1/z12.0/889e537ecc0a16dd890046ce807f6598129f6612@256.webp?v=6,Snowshoes.png,downloaded,ok
Tent,https://bazaardb.gg/card/5nmzztt6gmk5vyx9pyjm7kn207/Tent,https://s.bazaardb.gg/v1/z12.0/89408c676cda3e9390a17a8498ef6124eb2ddf40@256.webp?v=6,Tent.png,downloaded,ok
Tinderbox,https://bazaardb.gg/card/tqnwpk4jhw1kqn4kbl0c41s12n/Tinderbox,https://s.bazaardb.gg/v1/z12.0/67595f776f131a030ecf7210a3713b977ceb7ea4@256.webp?v=6,Tinderbox.png,downloaded,ok
Utility Belt,https://bazaardb.gg/card/l6x17081k2wj2294hqphxb8y8m/Utility-Belt,https://s.bazaardb.gg/v1/z12.0/58c7b7aed375e0e3e17dc2dc9e764a687925e7f2@256.webp?v=6,Utility_Belt.png,downloaded,ok
Warding Glyphs,https://bazaardb.gg/card/cw29q4t6d2stv6yvsfljgm0k1/Warding-Glyphs,https://s.bazaardb.gg/v1/z12.0/48c0f28f2ad103e9cadb4fb5f72fe22887471533@256.webp?v=6,Warding_Glyphs.png,downloaded,ok
Wild Bear,https://bazaardb.gg/card/tmndydd1db2j71wk4pmqq9x84g/Wild-Bear,https://s.bazaardb.gg/v1/z12.0/daabee40198f534a52a34ce4160341d259eaba87@256.webp?v=6,Wild_Bear.png,downloaded,ok
Worry Wart,https://bazaardb.gg/card/k0mtvvwys6b3y45f6gxwkbxn11/Worry-Wart,https://s.bazaardb.gg/v1/z12.0/84d503e9273e0e9e866c348f5cba4e6f401d7e2a@256.webp?v=6,Worry_Wart.png,downloaded,ok
Wrist Crossbow,https://bazaardb.gg/card/13vvv6s8pb7wbyn40k816wp9gxw/Wrist-Crossbow,https://s.bazaardb.gg/v1/z12.0/054ebfc6f2958113f657f9ec000d237c76c8ce2e@256.webp?v=6,Wrist_Crossbow.png,downloaded,ok
Jerky,https://bazaardb.gg/card/1007fgkg37xmvdzqwxnfjflbmwg/Jerky,https://s.bazaardb.gg/v1/z12.0/4cfa3ef3ff8839b3b632c25c2ad11f32982007bb@256.webp?v=6,Jerky.png,downloaded,ok
Hands of Time,https://bazaardb.gg/card/nt6zc9228bjxbqnthn84776dlz/Hands-of-Time,https://s.bazaardb.gg/v1/z12.0/a16c7af3ad82c691351e759339b342a30982a87c@256.webp?v=6,Hands_of_Time.png,downloaded,ok
Crude Tools,https://bazaardb.gg/card/16ylq3l2bx1vgqtqjzg3j98x4sw/Crude-Tools,https://s.bazaardb.gg/v1/z12.0/94105412786bbcff56bb4eb478eedee313825213@256.webp?v=6,Crude_Tools.png,downloaded,ok
Sands of Time,https://bazaardb.gg/card/1x0d03l4g4kywhng2n91tgkb59/Sands-of-Time,https://s.bazaardb.gg/v1/z12.0/b53c4b9d98c6aac59a6e98ecf249cf83ba02cd0e@256.webp?v=6,Sands_of_Time.png,downloaded,ok
Diving Helmet,https://bazaardb.gg/card/19fb4133c27l2zd47zgjlnnvpph/Diving-Helmet,https://s.bazaardb.gg/v1/z12.0/9002566cf1f5420a9bfabf24ebb38500c623628f@256.webp?v=6,Diving_Helmet.png,downloaded,ok
Atlatl,https://bazaardb.gg/card/xzml8s76v4bd5lf065njt70tps/Atlatl,https://s.bazaardb.gg/v1/z12.0/dc9f5aa4d8f8ff933e5d9d61555a8710a4fcd143@256.webp?v=6,Atlatl.png,downloaded,ok
Beehive,https://bazaardb.gg/card/j26psm2vy33fcxpj8dycpd914y/Beehive,https://s.bazaardb.gg/v1/z12.0/2c661bfb93e53938a8c824e6aec043475883b63a@256.webp?v=6,Beehive.png,downloaded,ok
Billboard,https://bazaardb.gg/card/3x3qhfl32q73dnm09s4n4s6lwz/Billboard,https://s.bazaardb.gg/v1/z12.0/85eae8a6fa74729a9fa5e518b748dace15673b53@256.webp?v=6,Billboard.png,downloaded,ok
Concealed Dagger,https://bazaardb.gg/card/gqv5xbwph75s2m493qkffbp4sn/Concealed-Dagger,https://s.bazaardb.gg/v1/z12.0/0a576aa65c89c6f9b22a122f03d954e4b5e4fd16@256.webp?v=6,Concealed_Dagger.png,downloaded,ok
Darts,https://bazaardb.gg/card/6kc8d6zwz8js7dd9xpdmpttkj0/Darts,https://s.bazaardb.gg/v1/z12.0/ebd6d626fe361a08b6314d98d54cf6f523dd6f7b@256.webp?v=6,Darts.png,downloaded,ok
Decanter,https://bazaardb.gg/card/5m2ccmpnc0jmg0f9ldw6xxzpds/Decanter,https://s.bazaardb.gg/v1/z12.0/c163fe663c337fc72445f77e6e7bc6bb7a1b8760@256.webp?v=6,Decanter.png,downloaded,ok
Disguise,https://bazaardb.gg/card/qmgck23bx2qq1jscjqlq3djscj/Disguise,https://s.bazaardb.gg/v1/z12.0/8006c55db8368543f0e466a50f55824388ee1598@256.webp?v=6,Disguise.png,downloaded,ok
Dive Weights,https://bazaardb.gg/card/12cdlp288b935dj9njzg224nqd3/Dive-Weights,https://s.bazaardb.gg/v1/z12.0/f45e015c20b08e306510b68b930a6ab742bd814b@256.webp?v=6,Dive_Weights.png,downloaded,ok
Hangar,https://bazaardb.gg/card/q08kq3hytc4ss52nn7xgx64y73/Hangar,https://s.bazaardb.gg/v1/z12.0/6b5cc8645204ab739079c62e2de24d8c82d93079@256.webp?v=6,Hangar.png,downloaded,ok
Piranha,https://bazaardb.gg/card/npfmz76myy1gh4hxm4w1h8g3wl/Piranha,https://s.bazaardb.gg/v1/z12.0/a227e369b82abf10819950188ba1d1820ffc86c0@256.webp?v=6,Piranha.png,downloaded,ok
Regal Blade,https://bazaardb.gg/card/jqwtb5hlfths3zd6dx69fmykts/Regal-Blade,https://s.bazaardb.gg/v1/z12.0/6b4ef2b42e66ecc0895c57c7df7860a656b2ff0e@256.webp?v=6,Regal_Blade.png,downloaded,ok
Rowboat,https://bazaardb.gg/card/bhl1dkyj035n2bq3vf9dk65ypv/Rowboat,https://s.bazaardb.gg/v1/z12.0/f7f76f0ff168b41aca8457966834d8949f1fb9c0@256.webp?v=6,Rowboat.png,downloaded,ok
Security Drone,https://bazaardb.gg/card/fy8qvsfch46y4f49zwds4q6wn7/Security-Drone,https://s.bazaardb.gg/v1/z12.0/ddf0e6d76a5dbc400f491f26302d960624a72b03@256.webp?v=6,Security_Drone.png,downloaded,ok
Sharkray,https://bazaardb.gg/card/696wc6bvs45myf7jw929173hhv/Sharkray,https://s.bazaardb.gg/v1/z12.0/d05c93d374c774ef6296ed6527a36d3f4e5de9fd@256.webp?v=6,Sharkray.png,downloaded,ok
Whisk,https://bazaardb.gg/card/139cv636jq6kg7sqk7mxxdktndt/Whisk,https://s.bazaardb.gg/v1/z12.0/839645285dfe19f2999222d145ca88fe1343e55e@256.webp?v=6,Whisk.png,downloaded,ok
Athanor,https://bazaardb.gg/card/8m93jx2cc3kbjqwsnbzl6gx81f/Athanor,https://s.bazaardb.gg/v1/z12.0/00d685c02c2b048b6bb025d2e5c27fde1d721e0e@256.webp?v=6,Athanor.png,downloaded,ok
Adrenaline Shot,https://bazaardb.gg/card/1b1tz7k8h34797d01sjt3w7jqth/Adrenaline-Shot,https://s.bazaardb.gg/v1/z12.0/70ec2c5e3e87e590b61dc2c77d72ef3484a1fcce@256.webp?v=6,Adrenaline_Shot.png,downloaded,ok
Anaconda,https://bazaardb.gg/card/10nljzt8kl9kh00k2x6vmq8s79v/Anaconda,https://s.bazaardb.gg/v1/z12.0/58110b7c94cf53fdeb4e3ee0110aee7a8cd621b9@256.webp?v=6,Anaconda.png,downloaded,ok
Ancient Locket,https://bazaardb.gg/card/13lcczzhbqc9w9xjhyjvd7558fl/Ancient-Locket,https://s.bazaardb.gg/v1/z12.0/2da839ba7b2aa02f6fd330fff43cc8c5e91199ad@256.webp?v=6,Ancient_Locket.png,downloaded,ok
Assault Sigil,https://bazaardb.gg/card/y5nzzx56k438td2fwcwmggfqkx/Assault-Sigil,https://s.bazaardb.gg/v1/z12.0/a6d95e703c77dd05fd1fe87dfa2416c9de479303@256.webp?v=6,Assault_Sigil.png,downloaded,ok
Bandoleer,https://bazaardb.gg/card/8qgz7jysczzz7pwnhp3mb4q5k1/Bandoleer,https://s.bazaardb.gg/v1/z12.0/fe07aaf8d493855bc2e99a03c490ca61ca54386b@256.webp?v=6,Bandoleer.png,downloaded,ok
Bat,https://bazaardb.gg/card/18wgwbfhl8zpks14l0b5t1wyjjw/Bat,https://s.bazaardb.gg/v1/z12.0/e9167183758480ee7949f3c2024bf002055086ef@256.webp?v=6,Bat.png,downloaded,ok
Battle Axe,https://bazaardb.gg/card/yxzpz0qn502y913l7qbq323w6g/Battle-Axe,https://s.bazaardb.gg/v1/z12.0/9368fb951f4303823217bd0d7f3bdb81201973da@256.webp?v=6,Battle_Axe.png,downloaded,ok
Bear Claws,https://bazaardb.gg/card/1352swl02hw2jdg7zb1x926szby/Bear-Claws,https://s.bazaardb.gg/v1/z12.0/718e5f9ac3cf5e44611680bf15c304da1591a939@256.webp?v=6,Bear_Claws.png,downloaded,ok
Bear Mask,https://bazaardb.gg/card/hcd8n1ktsqzb2hnv5x57tt81bp/Bear-Mask,https://s.bazaardb.gg/v1/z12.0/91c9f43d8f6f7d490a639eb844a79f0934494e13@256.webp?v=6,Bear_Mask.png,downloaded,ok
Beast Call,https://bazaardb.gg/card/nvp5v0bz5td84s14wzp75tdsk2/Beast-Call,https://s.bazaardb.gg/v1/z12.0/5751de103cfe9556b1fc1eba11ae4149a6e19cd1@256.webp?v=6,Beast_Call.png,downloaded,ok
Beast Tooth,https://bazaardb.gg/card/fb3jhcy7p9zks5zzf1sqy8337s/Beast-Tooth,https://s.bazaardb.gg/v1/z12.0/f6df478151f4797729656e0a3bb963e7de506b47@256.webp?v=6,Beast_Tooth.png,downloaded,ok
Black Mamba,https://bazaardb.gg/card/3p58cjqg4f689hcxknb08f1dpg/Black-Mamba,https://s.bazaardb.gg/v1/z12.0/2c3819bd84819138190a8c57f77b131c79b4e3da@256.webp?v=6,Black_Mamba.png,downloaded,ok
Bladed Armor,https://bazaardb.gg/card/y5ycgk9xmgqvcplvwjnpx57px0/Bladed-Armor,https://s.bazaardb.gg/v1/z12.0/4a17604ecd2526f28ad0c2a0fe799b30f3dc297d@256.webp?v=6,Bladed_Armor.png,downloaded,ok
Boa Constrictor,https://bazaardb.gg/card/m5mq40wjglq971684y4gmpqhyj/Boa-Constrictor,https://s.bazaardb.gg/v1/z12.0/41e7bd6b0116f00633c3747ddda2defd1319b975@256.webp?v=6,Boa_Constrictor.png,downloaded,ok
Boar Mask,https://bazaardb.gg/card/djkbdjpjcqknfdyyql2w9dswq4/Boar-Mask,https://s.bazaardb.gg/v1/z12.0/de8448dc9301261c6d3ba316eda3c50468e1963c@256.webp?v=6,Boar_Mask.png,downloaded,ok
Campfire,https://bazaardb.gg/card/193lnch558c38h35lqsyf9g3mln/Campfire,https://s.bazaardb.gg/v1/z12.0/5f2419da4d52337ebbb21a98c84e813fee40777c@256.webp?v=6,Campfire.png,downloaded,ok
Double Bladed Knife,https://bazaardb.gg/card/63d762728019k1bx9lky5h138f/Double-Bladed-Knife,https://s.bazaardb.gg/v1/z12.0/bba51321e5f904da1bbca49e10aa0e88862e4699@256.webp?v=6,Double_Bladed_Knife.png,downloaded,ok
Drowsdrop,https://bazaardb.gg/card/w2v9n2cyf5jny59f5cc62bdd20/Drowsdrop,https://s.bazaardb.gg/v1/z12.0/2f2230ff6ff61c16cafd77c95450b2f7295fa981@256.webp?v=6,Drowsdrop.png,downloaded,ok
Firefly Lantern,https://bazaardb.gg/card/nhlfz561nyhw52zvsqsymkhzb7/Firefly-Lantern,https://s.bazaardb.gg/v1/z12.0/ce545feb7f6d7367ab3f59e797b63fbb77e6bcbb@256.webp?v=6,Firefly_Lantern.png,downloaded,ok
Flame Sigil,https://bazaardb.gg/card/qm5shwbzddydf09wy0vlmgbb62/Flame-Sigil,https://s.bazaardb.gg/v1/z12.0/31bea623763c87c04171be7ef5fdf97e6ee35615@256.webp?v=6,Flame_Sigil.png,downloaded,ok
Flare,https://bazaardb.gg/card/1741mqb9w22xgw1hlwhn71qzbgg/Flare,https://s.bazaardb.gg/v1/z12.0/282364a5692e27426cb8762b4e52cf4980ceec66@256.webp?v=6,Flare.png,downloaded,ok
Flying Squirrel,https://bazaardb.gg/card/nftdnfm815bvz0fv7cyv4kfjs0/Flying-Squirrel,https://s.bazaardb.gg/v1/z12.0/21f31561b6133f2c8f5ec4b38c8923c6f7088599@256.webp?v=6,Flying_Squirrel.png,downloaded,ok
Fogshroom,https://bazaardb.gg/card/3dt9nlvw235w2cb50dcdnbmf8w/Fogshroom,https://s.bazaardb.gg/v1/z12.0/81f6a5c11387d4e92e390b2d8857c89af0cdffe5@256.webp?v=6,Fogshroom.png,downloaded,ok
Forest Cloak,https://bazaardb.gg/card/18qy1htj9shz5vbzy4cvcvd3kbb/Forest-Cloak,https://s.bazaardb.gg/v1/z12.0/59d01f45a712c6d437206267ec29fa96804dda4b@256.webp?v=6,Forest_Cloak.png,downloaded,ok
Furs,https://bazaardb.gg/card/8xs89y1lmzcvn5w3mwgpf14vgh/Furs,https://s.bazaardb.gg/v1/z12.0/5883285e0cce305330aef3c36faf8cba4bbb37b4@256.webp?v=6,Furs.png,downloaded,ok
Giant Sling,https://bazaardb.gg/card/139c8hydzx8lxb8140g05zykmf4/Giant-Sling,https://s.bazaardb.gg/v1/z12.0/1b02915033589db1a53a44f313958e78b64cd5b2@256.webp?v=6,Giant_Sling.png,downloaded,ok
Great Eagle,https://bazaardb.gg/card/165dcf1cggwd0tkl5bg0jq959w0/Great-Eagle,https://s.bazaardb.gg/v1/z12.0/d00b8aae578614beb450917055b3b7d9ffc4a23b@256.webp?v=6,Great_Eagle.png,downloaded,ok
Healing Draught,https://bazaardb.gg/card/wpx21qh0mbn4qhnwhbc7m9ktb1/Healing-Draught,https://s.bazaardb.gg/v1/z12.0/a288fdaa82de5aa54bb8d5a5f140a4f7c99d6971@256.webp?v=6,Healing_Draught.png,downloaded,ok
Heavy Crossbow,https://bazaardb.gg/card/m6h1pd2fhvs5xgt1nwt5ws2149/Heavy-Crossbow,https://s.bazaardb.gg/v1/z12.0/06ee2c3acfb363710a718b17a0f46392b634e3a8@256.webp?v=6,Heavy_Crossbow.png,downloaded,ok
Hidden Lake,https://bazaardb.gg/card/nvll72hjgxk1t6d4d34bmqnwpg/Hidden-Lake,https://s.bazaardb.gg/v1/z12.0/f07b47f3386c204d540781b12e0c0be7701f02cb@256.webp?v=6,Hidden_Lake.png,downloaded,ok
Honey Jar,https://bazaardb.gg/card/q8tsclsy2f3nlb938g4vmyqwl5/Honey-Jar,https://s.bazaardb.gg/v1/z12.0/e1d7d01ac7041a1cfc1758e15c5a46799c9c10f2@256.webp?v=6,Honey_Jar.png,downloaded,ok
Hunter's Boots,https://bazaardb.gg/card/19ydnn9mst59g2dv0d2vy6v4syn/Hunter's-Boots,https://s.bazaardb.gg/v1/z12.0/78fcd2822ffab4d58d813e5f68c4dd5139edd191@256.webp?v=6,Hunter's_Boots.png,downloaded,ok
Hunter's Journal,https://bazaardb.gg/card/ywcq19bvy5ck7b22xhlf50cnxz/Hunter's-Journal,https://s.bazaardb.gg/v1/z12.0/cd87e811ed5d2ec3221095635a2080b30c0d4abc@256.webp?v=6,Hunter's_Journal.png,downloaded,ok
Hunter's Pack,https://bazaardb.gg/card/k9hw9vj2tp4480ccf4v82jtyvm/Hunter's-Pack,https://s.bazaardb.gg/v1/z12.0/e872f609574823014f0caacab4e82a17536ca96e@256.webp?v=6,Hunter's_Pack.png,downloaded,ok
Hunter's Sled,https://bazaardb.gg/card/hwbw6s7kf4n6h5phmt4w6ltnd/Hunter's-Sled,https://s.bazaardb.gg/v1/z12.0/73fa88f22216beee0abacbfea8f9228b5fc64efc@256.webp?v=6,Hunter's_Sled.png,downloaded,ok
Hunting Knife,https://bazaardb.gg/card/tygtfw94dmkh6mmyyc2q1fvdpz/Hunting-Knife,https://s.bazaardb.gg/v1/z12.0/cba31407d6954ef3736db66d1cc938f04a1717da@256.webp?v=6,Hunting_Knife.png,downloaded,ok
Hunting Rifle,https://bazaardb.gg/card/fy9fd9m9bqx4159bbqs7l2pznw/Hunting-Rifle,https://s.bazaardb.gg/v1/z12.0/2f2be6e9f26e2d9b6874cde67c376ce26b365949@256.webp?v=6,Hunting_Rifle.png,downloaded,ok
Leather Jacket,https://bazaardb.gg/card/p142h53dfk4ssythq2f7gqs7tz/Leather-Jacket,https://s.bazaardb.gg/v1/z12.0/3e084d8b201e6b4ab5d0c35831822f754a2df832@256.webp?v=6,Leather_Jacket.png,downloaded,ok
Lichen,https://bazaardb.gg/card/mdpv7d1spm58123pn0jkh40b3t/Lichen,https://s.bazaardb.gg/v1/z12.0/8c80adb1710586174855b55f7412ddf034599de7@256.webp?v=6,Lichen.png,downloaded,ok
Lost Blade,https://bazaardb.gg/card/y10kzyvy3k699czftf5fqphqq5/Lost-Blade,https://s.bazaardb.gg/v1/z12.0/7bd81736fa87cd3dcc58f608f62fe48f394b44ae@256.webp?v=6,Lost_Blade.png,downloaded,ok
Machete,https://bazaardb.gg/card/wlq3bg9xd371vychl8c4f1y0m/Machete,https://s.bazaardb.gg/v1/z12.0/8f14689045a0c96024bc2a6de75673ac59a88bc5@256.webp?v=6,Machete.png,downloaded,ok
Messenger Sparrow,https://bazaardb.gg/card/dff083nl4gc5cxt578lmtncl7p/Messenger-Sparrow,https://s.bazaardb.gg/v1/z12.0/455a1b0209e24c9d68c208f700be6e5690f15b95@256.webp?v=6,Messenger_Sparrow.png,downloaded,ok
Night Vision,https://bazaardb.gg/card/9f2nf833fhwjkjf93zqssqkvvq/Night-Vision,https://s.bazaardb.gg/v1/z12.0/7c82d01a8d4b3016a7e7a230e18444b8a58d9f47@256.webp?v=6,Night_Vision.png,downloaded,ok
Outlands Terror,https://bazaardb.gg/card/100g590fqc2bc7l3kzmq07bny1/Outlands-Terror,https://s.bazaardb.gg/v1/z12.0/a30a506a4b2ccbf7c96d376dab0a159c20033de7@256.webp?v=6,Outlands_Terror.png,downloaded,ok
Pauldrons,https://bazaardb.gg/card/p2jbnh7k60n3dg5dncs5x74dp4/Pauldrons,https://s.bazaardb.gg/v1/z12.0/3df291b7b4ea65c8e1c8a03c52c327b20e9d1aee@256.webp?v=6,Pauldrons.png,downloaded,ok
Pocket Knife,https://bazaardb.gg/card/v952mhzy50j3vvt79d1z6fxkwg/Pocket-Knife,https://s.bazaardb.gg/v1/z12.0/7240118bbcd6ad7ebb199436fe2a39367996cb74@256.webp?v=6,Pocket_Knife.png,downloaded,ok
Rope,https://bazaardb.gg/card/mxt70v3v7jskbfn89lpcl4ld6h/Rope,https://s.bazaardb.gg/v1/z12.0/ebf10d111cbd365a92c9c5b81fdba9c83219d6f7@256.webp?v=6,Rope.png,downloaded,ok
Runed Amulet,https://bazaardb.gg/card/bxm92h0hq9yg0zn2ty426slj9f/Runed-Amulet,https://s.bazaardb.gg/v1/z12.0/659f85c8930fe3a23ecb84fd01c930e3db30fbcf@256.webp?v=6,Runed_Amulet.png,downloaded,ok
Runed Bracelet,https://bazaardb.gg/card/fpfbz9qpq3y66mnpzld8cwf0m1/Runed-Bracelet,https://s.bazaardb.gg/v1/z12.0/a0e96cd3f5248d22ad78539e439fd6f5b0394f32@256.webp?v=6,Runed_Bracelet.png,downloaded,ok
Runic Claymore,https://bazaardb.gg/card/s9hhpqtch6wpfgj1ly4ng3szyg/Runic-Claymore,https://s.bazaardb.gg/v1/z12.0/af634536ad5392a260538fd8ba88ac3c8cba2b8d@256.webp?v=6,Runic_Claymore.png,downloaded,ok
Shotgun,https://bazaardb.gg/card/x65ctfh72z7fyb6h77mwhg7g6p/Shotgun,https://s.bazaardb.gg/v1/z12.0/d238e0b4c81ed9b544d4cb777e16295ca8cda4db@256.webp?v=6,Shotgun.png,downloaded,ok
Silver Stake,https://bazaardb.gg/card/9m9n205ljtbp3xdf1qcxqdlml4/Silver-Stake,https://s.bazaardb.gg/v1/z12.0/e0f333a5aec2466f9c2d8014e4c20d7ef5d9c7b4@256.webp?v=6,Silver_Stake.png,downloaded,ok
Snow Wisp,https://bazaardb.gg/card/19dwvkttx6929g7jfvqj06bw4yz/Snow-Wisp,https://s.bazaardb.gg/v1/z12.0/05606bcf278f29f0b66a2d02de498114fed32c3d@256.webp?v=6,Snow_Wisp.png,downloaded,ok
Spear,https://bazaardb.gg/card/vwf6bh9cyz4ysfpqzcnqvlpq79/Spear,https://s.bazaardb.gg/v1/z12.0/3fc6c0eab43fad02cb6be6c0a4dd3ffeaac6e08a@256.webp?v=6,Spear.png,downloaded,ok
