item_name,source_page_url,image_url,local_filename,status,reason
Badblocker,https://bazaardb.gg/card/17nwvnjb0t7qchf141th8tp8gt7/Badblocker,https://s.bazaardb.gg/v1/z12.0/3eff9449872ea174f838cb545fa6ef466cd9b0bd@256.webp?v=6,Badblocker.png,skipped,duplicate-image-content
Bag of Jewels,https://bazaardb.gg/card/gq1w33zj5d8248115yxb9jngfz/Bag-of-Jewels,https://s.bazaardb.gg/v1/z12.0/5d6f33a37ba88f02c5e10ca5d058996ed6a5b3a1@256.webp?v=6,Bag_of_Jewels.png,skipped,duplicate-image-content
Baked Potato,https://bazaardb.gg/card/7hvh448f1mxvkvqdvmcfgzjqmc/Baked-Potato,https://s.bazaardb.gg/v1/z12.0/dcdb2cb1b3f2f52d821422d7a4786ecda7ba15ae@256.webp?v=6,Baked_Potato.png,skipped,duplicate-image-content
Bandages,https://bazaardb.gg/card/1dp8db3c7wdqfdfw189pjybtgj/Bandages,https://s.bazaardb.gg/v1/z12.0/cbadc3a7980d1037f5ac531596f96993f0b64fd6@256.webp?v=6,Bandages.png,skipped,duplicate-image-content
Banu Leaves,https://bazaardb.gg/card/mkvlfbmxfq9tfdp8y2k9df637h/Banu-Leaves,https://s.bazaardb.gg/v1/z12.0/99b43b12675f198e7c3ba928154229081ab04de0@256.webp?v=6,Banu_Leaves.png,skipped,duplicate-image-content
Bar of Gold,https://bazaardb.gg/card/g6f7g93t50jx3631kdgdy0kwlz/Bar-of-Gold,https://s.bazaardb.gg/v1/z12.0/09814cff48e9bc454c7ba09023b1def0b04eb07c@256.webp?v=6,Bar_of_Gold.png,skipped,duplicate-image-content
Barbed Claws,https://bazaardb.gg/card/4pz5cz4zfqv7vxmx3xjdc77tpn/Barbed-Claws,https://s.bazaardb.gg/v1/z12.0/f23bf8923b0ca8f58134012584f7bd788c72883f@256.webp?v=6,Barbed_Claws.png,skipped,duplicate-image-content
Barbed Wire,https://bazaardb.gg/card/4c3d2hksgctv09w807pss9gqpb/Barbed-Wire,https://s.bazaardb.gg/v1/z12.0/383e2c97e082de25fbcb402d22ca0dcd950f3149@256.webp?v=6,Barbed_Wire.png,skipped,duplicate-image-content
Basilisk Fang,https://bazaardb.gg/card/6z9n021mvnvyvlplmfltzyjdjp/Basilisk-Fang,https://s.bazaardb.gg/v1/z12.0/d7ea81742183bacc2b9d286a9fdf0c58f05ddc9d@256.webp?v=6,Basilisk_Fang.png,skipped,duplicate-image-content
Bat,https://bazaardb.gg/card/18wgwbfhl8zpks14l0b5t1wyjjw/Bat,https://s.bazaardb.gg/v1/z12.0/e9167183758480ee7949f3c2024bf002055086ef@256.webp?v=6,Bat.png,skipped,duplicate-image-content
Battery,https://bazaardb.gg/card/ys6ksxp80lndqbxtly9tyyp9dj/Battery,https://s.bazaardb.gg/v1/z12.0/b1f8b291431df8092be8738b1b8973109f8c2d68@256.webp?v=6,Battery.png,skipped,duplicate-image-content
Bayonet,https://bazaardb.gg/card/h7tnjd964n9jm3411h5mcdy138/Bayonet,https://s.bazaardb.gg/v1/z12.0/f6ff146a7693cbee2f22967aecd60a32bd42858d@256.webp?v=6,Bayonet.png,skipped,duplicate-image-content
Bear Claws,https://bazaardb.gg/card/1352swl02hw2jdg7zb1x926szby/Bear-Claws,https://s.bazaardb.gg/v1/z12.0/718e5f9ac3cf5e44611680bf15c304da1591a939@256.webp?v=6,Bear_Claws.png,skipped,duplicate-image-content
Bear Trap,https://bazaardb.gg/card/13nccsgvc2gt51n0tv6hv713xkj/Bear-Trap,https://s.bazaardb.gg/v1/z12.0/da2a1f514ccc7c720199f8697cf86d65a83141b7@256.webp?v=6,Bolas.png,skipped,duplicate-image-content
Beast Call,https://bazaardb.gg/card/nvp5v0bz5td84s14wzp75tdsk2/Beast-Call,https://s.bazaardb.gg/v1/z12.0/5751de103cfe9556b1fc1eba11ae4149a6e19cd1@256.webp?v=6,Beast_Call.png,skipped,duplicate-image-content
Beast Tooth,https://bazaardb.gg/card/fb3jhcy7p9zks5zzf1sqy8337s/Beast-Tooth,https://s.bazaardb.gg/v1/z12.0/f6df478151f4797729656e0a3bb963e7de506b47@256.webp?v=6,Beast_Tooth.png,skipped,duplicate-image-content
Beta Ray,https://bazaardb.gg/card/16by5k2803hzkb8hpnwvq8yksfm/Beta-Ray,https://s.bazaardb.gg/v1/z12.0/158829e96d1d7e4252e1188235e8585c83b20911@256.webp?v=6,Beta_Ray.png,skipped,duplicate-image-content
Bilge Worm,https://bazaardb.gg/card/17c11sqz1xwq5nqj5g9ty98c8v1/Bilge-Worm,https://s.bazaardb.gg/v1/z12.0/d042b33c419d6ddd7328302ba13f15b0153ec99e@256.webp?v=6,Bilge_Worm.png,skipped,duplicate-image-content
Binoculars,https://bazaardb.gg/card/11333wnvyfwplhg972mf75p40cg/Binoculars,https://s.bazaardb.gg/v1/z12.0/bf5fa39b7673f6d0aeb89d46defb859d50a5ea9a@256.webp?v=6,Binoculars.png,skipped,duplicate-image-content
Black Mamba,https://bazaardb.gg/card/3p58cjqg4f689hcxknb08f1dpg/Black-Mamba,https://s.bazaardb.gg/v1/z12.0/2c3819bd84819138190a8c57f77b131c79b4e3da@256.webp?v=6,Black_Mamba.png,skipped,duplicate-image-content
Black Pepper,https://bazaardb.gg/card/166bncxwl5jd3d8kk128m8wm6ym/Black-Pepper,https://s.bazaardb.gg/v1/z12.0/e5816ae1057cd010743e566615474c500a17d8ab@256.webp?v=6,Black_Pepper.png,skipped,duplicate-image-content
Black Rose,https://bazaardb.gg/card/46zm1zgdlnf0pqknvly3j4dyb9/Black-Rose,https://s.bazaardb.gg/v1/z12.0/3fd3a1a0ba50ab0f3ffde8ccee6438ac306ad606@256.webp?v=6,Black_Rose.png,skipped,duplicate-image-content
BLK SP1D3R,https://bazaardb.gg/card/182cxmljk8l3t6f1k6n2qclcfv2/BLK-SP1D3R,https://s.bazaardb.gg/v1/z12.0/4ba4fcbc2919359e82ea26929df942c2cddcffb0@256.webp?v=6,BLK_SP1D3R.png,skipped,duplicate-image-content
Blow Torch,https://bazaardb.gg/card/7jq8l2y86vl3c85wycfwftczhp/Blow-Torch,https://s.bazaardb.gg/v1/z12.0/547f68c107819cd80aa8a661bcbddc6df523cbba@256.webp?v=6,Blow_Torch.png,skipped,duplicate-image-content
Blowgun,https://bazaardb.gg/card/8bdl5cbnzmg33gy004ddsvy6wl/Blowgun,https://s.bazaardb.gg/v1/z12.0/5c90bce87d60e07dfa875b40fedf5e60db8cce74@256.webp?v=6,Blowgun.png,skipped,duplicate-image-content
BLU B33TL3,https://bazaardb.gg/card/fq65mzxgx5khgs3qtyb1dp5dnd/BLU-B33TL3,https://s.bazaardb.gg/v1/z12.0/bfdb791b891f5aa664de7701122d24e1bac080c3@256.webp?v=6,BLU_B33TL3.png,skipped,duplicate-image-content
Blue Gumball,https://bazaardb.gg/card/l41s4b8xtjl5fvdkbyscq47hgk/Blue-Gumball,https://s.bazaardb.gg/v1/z12.0/575300884cb41fa86327bde8fe81b0e4ddf1b141@256.webp?v=6,Blue_Gumball.png,skipped,duplicate-image-content
Blue Piggles A,https://bazaardb.gg/card/12cw529bqdpgv0t7t6yhj8spl3b/Blue-Piggles-A,https://s.bazaardb.gg/v1/z12.0/4cfcf72e308f191042395d0f597043acf5cb693b@256.webp?v=6,Blue_Piggles_A.png,skipped,duplicate-image-content
Blue Piggles L,https://bazaardb.gg/card/76byk4f0v8ss8654ntdfj6xx3j/Blue-Piggles-L,https://s.bazaardb.gg/v1/z12.0/eac6f50ab770d148370e6a9a5c3931d3f56687ee@256.webp?v=6,Blue_Piggles_L.png,skipped,duplicate-image-content
Blue Piggles R,https://bazaardb.gg/card/4m2h65kb9jqdpyzmwg3szhd68z/Blue-Piggles-R,https://s.bazaardb.gg/v1/z12.0/dadf3a6a8b8605f23590c0ba01efa064f7d80e74@256.webp?v=6,Blue_Piggles_R.png,skipped,duplicate-image-content
Bluenanas,https://bazaardb.gg/card/8w69180ybm4jtj2njk3hmqyg5p/Bluenanas,https://s.bazaardb.gg/v1/z12.0/825d0aba3ec1bacb4de26c071865342d247839c8@256.webp?v=6,Bluenanas.png,skipped,duplicate-image-content
Bolas,https://bazaardb.gg/card/yytskm9bdxg5hk0pjw0v4c1bbg/Bolas,https://s.bazaardb.gg/v1/z12.0/4c550d99f487d9d03203c194a4b23e927ae078a3@256.webp?v=6,Bolas__2.png,skipped,duplicate-image-content
Bomb Squad,https://bazaardb.gg/card/pj69yjqscc63ltfwnfmlgynpw9/Bomb-Squad,https://s.bazaardb.gg/v1/z12.0/74ba430882d20d95d565d61535ca665112ca8d6d@256.webp?v=6,Bomb_Squad.png,skipped,duplicate-image-content
Boom Boom Bot,https://bazaardb.gg/card/18481kcblg1x98c1blt7qldm2xh/Boom-Boom-Bot,https://s.bazaardb.gg/v1/z12.0/d8469351f9b2194e210c8087802ffd04a31086ba@256.webp?v=6,Boom_Boom_Bot.png,skipped,duplicate-image-content
Bottled Lightning,https://bazaardb.gg/card/1520sjqt8qqx3hwdnc30bxzj2fy/Bottled-Lightning,https://s.bazaardb.gg/v1/z12.0/68a4a43ec797f8fadea44e3fc4bdf1e7fdd32372@256.webp?v=6,Bottled_Lightning.png,skipped,duplicate-image-content
Bottled Tornado,https://bazaardb.gg/card/11g8d87ch2v1t8zv29c7sntyd3l/Bottled-Tornado,https://s.bazaardb.gg/v1/z12.0/a4c605b40ea6776fd4d55cd9412ee9fb2242d388@256.webp?v=6,Bottled_Tornado.png,skipped,duplicate-image-content
Box Cutter,https://bazaardb.gg/card/j0d5bfpqgf3x95pdz3fsx8lstf/Box-Cutter,https://s.bazaardb.gg/v1/z12.0/e7f0001a469bca25b2b4fc2a2f0b2c94c9280fb2@256.webp?v=6,Box_Cutter.png,skipped,duplicate-image-content
Brass Knuckles,https://bazaardb.gg/card/9bc0m6wjm4x6pqmd2c8sg6twg2/Brass-Knuckles,https://s.bazaardb.gg/v1/z12.0/29434ff99aa7e3f986aed8d7c058e2cf98dd4b9e@256.webp?v=6,Brass_Knuckles.png,skipped,duplicate-image-content
Bread Knife,https://bazaardb.gg/card/10gmj7tccyn00d2ff7vt139qyj5/Bread-Knife,https://s.bazaardb.gg/v1/z12.0/3106e9890af53ccd1fd9a9f5d2d6c5dcb6c1bbc3@256.webp?v=6,Bread_Knife.png,skipped,duplicate-image-content
Broken Shackles,https://bazaardb.gg/card/mzscq7bp1nldntt7hnbhm9hzv7/Broken-Shackles,https://s.bazaardb.gg/v1/z12.0/8989b0ff5f1b8ded6cd9c51fc1f87bf4cd0565f4@256.webp?v=6,Broken_Shackles.png,skipped,duplicate-image-content
Business Card,https://bazaardb.gg/card/yfcz2mx57l72v6cb297q8vzhnb/Business-Card,https://s.bazaardb.gg/v1/z12.0/c0fcff55ea09dd437cb4e401a99333d21c5ca851@256.webp?v=6,Business_Card.png,skipped,duplicate-image-content
Busy Bee,https://bazaardb.gg/card/sbpc9t1jj2l1jxbvlk33sh8kc9/Busy-Bee,https://s.bazaardb.gg/v1/z12.0/5d8526b71a4bdc4b58c64e24c3599f50c7ccc871@256.webp?v=6,Busy_Bee.png,skipped,duplicate-image-content
Butter,https://bazaardb.gg/card/hjxgxnhj2kt6ttjlf5v3fq0jpl/Butter,https://s.bazaardb.gg/v1/z12.0/db154a681bb19041f5698becca5c3d82b3e55960@256.webp?v=6,Butter.png,skipped,duplicate-image-content
Butterfly Swords,https://bazaardb.gg/card/tvbb60wvfm5dwdql4jd552724f/Butterfly-Swords,https://s.bazaardb.gg/v1/z12.0/64b8a63449ce5ae63bc152f45fd0648825bcfd1e@256.webp?v=6,Butterfly_Swords.png,skipped,duplicate-image-content
Calico,https://bazaardb.gg/card/72v87csj8dxz24cgd8ts6tq5tj/Calico,https://s.bazaardb.gg/v1/z12.0/cfee741f85b37b2ee397cc6526edc2350eccbc60@256.webp?v=6,Calico.png,skipped,duplicate-image-content
Cannonball,https://bazaardb.gg/card/fc1y26n2vlf7p25ykxyzq2l341/Cannonball,https://s.bazaardb.gg/v1/z12.0/038f2a49835732b94a9f0c27cc69375ba26911a5@256.webp?v=6,Cannonball.png,skipped,duplicate-image-content
Capacitor,https://bazaardb.gg/card/17w3321xzm39q04mjvht1t8vd89/Capacitor,https://s.bazaardb.gg/v1/z12.0/df71b5189fb61eccc9c2a7621e18bb075b306d39@256.webp?v=6,Capacitor.png,skipped,duplicate-image-content
Carving Fork,https://bazaardb.gg/card/32tmzspp88h8blp29xnm7q28ms/Carving-Fork,https://s.bazaardb.gg/v1/z12.0/027577be2677e724c3f0a203d5cd879b72c814b4@256.webp?v=6,Carving_Fork.png,skipped,duplicate-image-content
Catalyst,https://bazaardb.gg/card/jhj09sgx8dyy3gnmwfvq6jmcs5/Catalyst,https://s.bazaardb.gg/v1/z12.0/68f6e66c1f9833bb62e416a332eece3b4f7de360@256.webp?v=6,Catalyst.png,skipped,duplicate-image-content
Catfish,https://bazaardb.gg/card/y347s1jtn8n7vl0m40229st1vy/Catfish,https://s.bazaardb.gg/v1/z12.0/b460e5552b7b37e47a8854c7d7ce5bd03701cb1c@256.webp?v=6,Catfish.png,skipped,duplicate-image-content
Caustic Solvent,https://bazaardb.gg/card/ysh5n8nl33p0cx2tj244sx45st/Caustic-Solvent,https://s.bazaardb.gg/v1/z12.0/bc1eb324b2189a43104dd50dae66b09b8158f9c7@256.webp?v=6,Caustic_Solvent.png,skipped,duplicate-image-content
Caviar,https://bazaardb.gg/card/191xl121s532jw6l8fpyzc960c4/Caviar,https://s.bazaardb.gg/v1/z12.0/ee1f99854386f520f5ad2f9c411470e22400c3f8@256.webp?v=6,Caviar.png,skipped,duplicate-image-content
Chaff,https://bazaardb.gg/card/w0nn35gyyds0p1048vvfhk3cm4/Chaff,https://s.bazaardb.gg/v1/z12.0/1403aaf1fb18b00ac81e69e1176e61fcce79efa7@256.webp?v=6,Chaff.png,skipped,duplicate-image-content
Chains,https://bazaardb.gg/card/mncmdcl9xzd3tcvmwmkz69v03j/Chains,https://s.bazaardb.gg/v1/z12.0/08834372b3faa6630187f45069f267c2b3380886@256.webp?v=6,Chains.png,skipped,duplicate-image-content
Char Cole,https://bazaardb.gg/card/np4jltn0n7n2bggm37kwscv6wj/Char-Cole,https://s.bazaardb.gg/v1/z12.0/2a73198eee4b747107948abab8174d31a030015e@256.webp?v=6,Char_Cole.png,skipped,duplicate-image-content
Chef Hat,https://bazaardb.gg/card/1812w99jqdm9gc1knv0kf1dlwk5/Chef-Hat,https://s.bazaardb.gg/v1/z12.0/7ca1f1a3e26e59db5c4dac6cb1859f1b1ad27006@256.webp?v=6,Chef_Hat.png,skipped,duplicate-image-content
Chimeric Egg,https://bazaardb.gg/card/688xzv442smw5gp64y55jqz2bg/Chimeric-Egg,https://s.bazaardb.gg/v1/z12.0/f04418c0107474bc1d2f5161c761ae56c5025bbc@256.webp?v=6,Chimeric_Egg.png,skipped,duplicate-image-content
Chocolate Bar,https://bazaardb.gg/card/43gt4zm1q2y9c8wwxl1zzj5chw/Chocolate-Bar,https://s.bazaardb.gg/v1/z12.0/b82cd95969be7e0c0f152c0a497af0b4f455396b@256.webp?v=6,Chocolate_Bar.png,skipped,duplicate-image-content
Chocolate Coin,https://bazaardb.gg/card/vpnwg7cy34lmpqlc0hgzp8dltk/Chocolate-Coin,https://s.bazaardb.gg/v1/z12.0/63dca533687e44818b30e34373ef80fca657ec5c@256.webp?v=6,Chocolate_Coin.png,skipped,duplicate-image-content
Chopsticks,https://bazaardb.gg/card/q2vk6wqwv3b718t49v984yvnd/Chopsticks,https://s.bazaardb.gg/v1/z12.0/935fbe4020c3be08e299113f8b071209f75912f7@256.webp?v=6,Chopsticks.png,skipped,duplicate-image-content
Chris Army Knife,https://bazaardb.gg/card/17pwkg0pj3mfzfyjjdh7gtgbc6z/Chris-Army-Knife,https://s.bazaardb.gg/v1/z12.0/44941e2c60a2580ff9989a032022addd123fb15f@256.webp?v=6,Chris_Army_Knife.png,skipped,duplicate-image-content
Chum,https://bazaardb.gg/card/117tcpcdgkzk4fqfqh36z43dppv/Chum,https://s.bazaardb.gg/v1/z12.0/6eeb68b84ef9c13e62351444eec649929d984da8@256.webp?v=6,Chum.png,skipped,duplicate-image-content
Chunk of Gold,https://bazaardb.gg/card/1ywb0q2mpcmdkvxgw44d04h8dz/Chunk-of-Gold,https://s.bazaardb.gg/v1/z12.0/0871164a58850bfb17d1bf9a12a6ccbbec7a7473@256.webp?v=6,Chunk_of_Gold.png,skipped,duplicate-image-content
Chunk of Lead,https://bazaardb.gg/card/17hf2lf912gw9g4ljsck0sb6bht/Chunk-of-Lead,https://s.bazaardb.gg/v1/z12.0/26a58101f2e9ab1b3834c5e646c0d54d8fe28b7f@256.webp?v=6,Chunk_of_Lead.png,skipped,duplicate-image-content
Cinders,https://bazaardb.gg/card/139f9cwd26zj4sll6624dmjl6js/Cinders,https://s.bazaardb.gg/v1/z12.0/15cb6a3f6a1b84bff56dbeb8cbf5dadabfec7f52@256.webp?v=6,Cinders.png,skipped,duplicate-image-content
Citrus,https://bazaardb.gg/card/14xyw53kxgg2q76ghtg9cfhcby5/Citrus,https://s.bazaardb.gg/v1/z12.0/10324b9aecb4e130f0c68c00cc404ec411293c97@256.webp?v=6,Citrus.png,skipped,duplicate-image-content
Clamera,https://bazaardb.gg/card/c2p4mt8y2jgk9vqw5jll53l9wm/Clamera,https://s.bazaardb.gg/v1/z12.0/f040f28d332b44d1d468c33950faae8f136276bb@256.webp?v=6,Clamera.png,skipped,duplicate-image-content
Claws,https://bazaardb.gg/card/13m4kckqsw6d7dpj8s4bdzw6bx9/Claws,https://s.bazaardb.gg/v1/z12.0/bd026e31d8da24a2bf4a1dccd30b636dfc14e690@256.webp?v=6,Claws.png,skipped,duplicate-image-content
Cleaver,https://bazaardb.gg/card/18cw69g595lw4j00zhdh4cj12yh/Cleaver,https://s.bazaardb.gg/v1/z12.0/7cec6ca9cf03e93dd5535620c3d84a90c30d0020@256.webp?v=6,Cleaver.png,skipped,duplicate-image-content
Clockwork Disc,https://bazaardb.gg/card/2zkndl93p5z1d16gbvfwjvjn44/Clockwork-Disc,https://s.bazaardb.gg/v1/z12.0/fb5fc398c505e5ccabc26597b243c7b94c717240@256.webp?v=6,Clockwork_Disc.png,skipped,duplicate-image-content
Cloud Wisp,https://bazaardb.gg/card/hm475yq79wt0p7qxxssjpj7l8v/Cloud-Wisp,https://s.bazaardb.gg/v1/z12.0/2f8dc307c6dd31a2e15dbcf30c4c0365d0b4ddae@256.webp?v=6,Cloud_Wisp.png,skipped,duplicate-image-content
Coconut,https://bazaardb.gg/card/t8m22qtvdqxhm6z02528074n2q/Coconut,https://s.bazaardb.gg/v1/z12.0/ccc2ea7698388d21f8be9231446e35c3722b4528@256.webp?v=6,Coconut.png,skipped,duplicate-image-content
Coffee,https://bazaardb.gg/card/nklsj7g3bq6ynlvkd1js8hy94g/Coffee,https://s.bazaardb.gg/v1/z12.0/39db484b8a24270dbc5e059c2612098d8b71a6d1@256.webp?v=6,Coffee.png,skipped,duplicate-image-content
Cog,https://bazaardb.gg/card/11qwj3v0bpq8fm3c7kj35w1lgzd/Cog,https://s.bazaardb.gg/v1/z12.0/df06249fc92d62f9d246a75fc9d8b31eb2789e0c@256.webp?v=6,Cog.png,skipped,duplicate-image-content
Concealed Dagger,https://bazaardb.gg/card/gqv5xbwph75s2m493qkffbp4sn/Concealed-Dagger,https://s.bazaardb.gg/v1/z12.0/0a576aa65c89c6f9b22a122f03d954e4b5e4fd16@256.webp?v=6,Concealed_Dagger.png,skipped,duplicate-image-content
Cookie Cutters,https://bazaardb.gg/card/xvqvfwpgngqg56n05tqqjzkptx/Cookie-Cutters,https://s.bazaardb.gg/v1/z12.0/f9987d7a9174ea39f9991a889ce320085ff1d7f8@256.webp?v=6,Cookie_Cutters.png,skipped,duplicate-image-content
Cookies,https://bazaardb.gg/card/8jdvsm4cg36kcq90nq0kmg7pkp/Cookies,https://s.bazaardb.gg/v1/z12.0/b9e1267a57115ec6deb4290ab4fb8bec90eb1599@256.webp?v=6,Cookies.png,skipped,duplicate-image-content
Cooking Mallet,https://bazaardb.gg/card/mnpns0yfqp6lnlqs318d9ql31y/Cooking-Mallet,https://s.bazaardb.gg/v1/z12.0/eb0702b6edfba567b3ac9d099261245aaff17c6a@256.webp?v=6,Cooking_Mallet.png,skipped,duplicate-image-content
Cool LEDs,https://bazaardb.gg/card/bjpkyy95csh49st5hd60ft0dkk/Cool-LEDs,https://s.bazaardb.gg/v1/z12.0/8083db2657e6d98e08b46b42288d4fe30b11dd90@256.webp?v=6,Cool_LEDs.png,skipped,duplicate-image-content
Coolant,https://bazaardb.gg/card/13gmj8zxzklmz8lhdtxzcsdwf9x/Coolant,https://s.bazaardb.gg/v1/z12.0/1517405129547435f1daf71e51fec9b91c4cba6c@256.webp?v=6,Coolant.png,skipped,duplicate-image-content
Cooling Fan,https://bazaardb.gg/card/vxqzbkc1jx0y1nl56yhqkl776z/Cooling-Fan,https://s.bazaardb.gg/v1/z12.0/b41dbcf3efec8be7a0b9baac3e37332625327c8d@256.webp?v=6,Cooling_Fan.png,skipped,duplicate-image-content
Copper Ed,https://bazaardb.gg/card/107yh9z6sdf1csgnwjqjdqcmlpn/Copper-Ed,https://s.bazaardb.gg/v1/z12.0/501951570e3c8d0d541f4927aad6a80991a84ea2@256.webp?v=6,Copper_Ed.png,skipped,duplicate-image-content
Coral,https://bazaardb.gg/card/zqxjt2s8896s8nnqls2h06th8c/Coral,https://s.bazaardb.gg/v1/z12.0/7765c96113a3f5755b85140360db168797ccaf50@256.webp?v=6,Coral.png,skipped,duplicate-image-content
Corkscrew,https://bazaardb.gg/card/mb86s41llyg997ls497n8sqqvn/Corkscrew,https://s.bazaardb.gg/v1/z12.0/27541ae850a5f9656d2717e8b714e67ab3d00044@256.webp?v=6,Corkscrew.png,skipped,duplicate-image-content
Cosmic Amulet,https://bazaardb.gg/card/92qsxjj7pssn5xjqvx62yv8bx0/Cosmic-Amulet,https://s.bazaardb.gg/v1/z12.0/39c850060757248317afb70f15d8f969ed45bf08@256.webp?v=6,Cosmic_Amulet.png,skipped,duplicate-image-content
Crash Site Ticket,https://bazaardb.gg/card/gd3jys9fcffktvvx18qky8s4m9/Crash-Site-Ticket,https://s.bazaardb.gg/v1/z12.0/2684ca3489bd84c6a7d24f7b128116476435d9b4@256.webp?v=6,Crash_Site_Ticket.png,skipped,duplicate-image-content
Crocodile Tears,https://bazaardb.gg/card/107mc6s8nbg601v371mbnbwh5f5/Crocodile-Tears,https://s.bazaardb.gg/v1/z12.0/ba9810beabd8ec0df9889ff873e82c46f878710e@256.webp?v=6,Crocodile_Tears.png,skipped,duplicate-image-content
Crude Tools,https://bazaardb.gg/card/16ylq3l2bx1vgqtqjzg3j98x4sw/Crude-Tools,https://s.bazaardb.gg/v1/z12.0/94105412786bbcff56bb4eb478eedee313825213@256.webp?v=6,Crude_Tools.png,skipped,duplicate-image-content
Crypto,https://bazaardb.gg/card/5ncqfxc0g5xg0y704s8fg1xb3t/Crypto,https://s.bazaardb.gg/v1/z12.0/56a8ed82187bded93b8d737fea5f7f9b1477015d@256.webp?v=6,Crypto.png,skipped,duplicate-image-content
Crystal Bonsai,https://bazaardb.gg/card/mp8cd69cnbvp17vvzy6pg30swd/Crystal-Bonsai,https://s.bazaardb.gg/v1/z12.0/93fe29b50699bb509c1085e9a9dcd862bba2f8c5@256.webp?v=6,Crystal_Bonsai.png,skipped,duplicate-image-content
Curry,https://bazaardb.gg/card/qkk6h688mytfs529t6qyyw0pml/Curry,https://s.bazaardb.gg/v1/z12.0/b5f3bd85e066530d340c0fbd391aa490892ab852@256.webp?v=6,Curry.png,skipped,duplicate-image-content
